Index  Elem    Ion     Freq(ev)    Wavelength(A)
  535   Si     VIII  1.776279E+02  6.980000E+01
  536   Fe       XV  1.771457E+02  6.999000E+01
  537   Ni      XVI  1.771203E+02  7.000000E+01
  538   Si       VI  1.771203E+02  7.000000E+01
  539   Si      VII  1.766157E+02  7.020000E+01
  540   Fe      XIV  1.763645E+02  7.030000E+01
  541   Mg       IX  1.714858E+02  7.230000E+01
  542    S      VII  1.712490E+02  7.240000E+01
  543    S      VII  1.706362E+02  7.266000E+01
  544   Ni      XII  1.705423E+02  7.270000E+01
  545   Mg       IX  1.700278E+02  7.292000E+01
  546   Fe       XV  1.687549E+02  7.347000E+01
  547   Ne     VIII  1.686860E+02  7.350000E+01
  548   Mg     VIII  1.653123E+02  7.500000E+01
  549   Fe     XIII  1.634813E+02  7.584000E+01
  550    O     VIII  1.632272E+02  7.595810E+01
  551   Ni        X  1.631372E+02  7.600000E+01
  552    N      VII  1.619995E+02  7.653370E+01
  553    N      VII  1.611198E+02  7.695160E+01
  554    N      VII  1.599627E+02  7.750820E+01
  555   Mg       IX  1.595679E+02  7.770000E+01
  556   Ni       XI  1.593628E+02  7.780000E+01
  557    N      VII  1.583996E+02  7.827310E+01
  558   Mg      VII  1.566051E+02  7.917000E+01
  559    N      VII  1.562136E+02  7.936840E+01
  560   Si      VII  1.559550E+02  7.950000E+01
  561   Si        V  1.549803E+02  8.000000E+01
  562    N      VII  1.530258E+02  8.102180E+01
  563   Si      VII  1.513849E+02  8.190000E+01
  564   Mg     VIII  1.512003E+02  8.200000E+01
  565   Mg     VIII  1.497394E+02  8.280000E+01
  566   Mg       VI  1.493786E+02  8.300000E+01
  567   Si       VI  1.493786E+02  8.300000E+01
  568   Ni       XX  1.490733E+02  8.317000E+01
  569   Mg      VII  1.489121E+02  8.326000E+01
  570   Fe       IX  1.485553E+02  8.346000E+01
  571   Mg      VII  1.481647E+02  8.368000E+01
  572   Mg      VII  1.480055E+02  8.377000E+01
  573    N      VII  1.480055E+02  8.377000E+01
  574   Si        V  1.455214E+02  8.520000E+01
  575   Mg      VII  1.451636E+02  8.541000E+01
  576   Ca        X  1.450108E+02  8.550000E+01
  577   Si      VII  1.448414E+02  8.560000E+01
  578   Mg      VII  1.413409E+02  8.772000E+01
  579   Fe       XI  1.408912E+02  8.800000E+01
  580   Ne     VIII  1.406834E+02  8.813000E+01
  581    N      VII  1.399674E+02  8.858080E+01
  582   Si        V  1.369992E+02  9.050000E+01
  583   Mg       VI  1.363963E+02  9.090000E+01
  584   Fe      XIX  1.362165E+02  9.102000E+01
  585   Fe      XIV  1.361268E+02  9.108000E+01
  586   Ni        X  1.350591E+02  9.180000E+01
  587   Ca        X  1.331732E+02  9.310000E+01
  588   Mg      VII  1.300989E+02  9.530000E+01
  589   Mg       VI  1.298264E+02  9.550000E+01
  590   Ni      XXI  1.291503E+02  9.600000E+01
  591   Si        V  1.289622E+02  9.614000E+01
  592   Fe        X  1.286945E+02  9.634000E+01
  593   Si        V  1.285610E+02  9.644000E+01
  594   Fe    XVIII  1.277530E+02  9.705000E+01
  595   Ne      VII  1.270591E+02  9.758000E+01
  596   Ne       VI  1.265145E+02  9.800000E+01
  597   Mg      VII  1.264758E+02  9.803000E+01
  598   Si        V  1.262440E+02  9.821000E+01
  599   Ne     VIII  1.261156E+02  9.831000E+01
  600    N      VII  1.249708E+02  9.921060E+01
  601   Si       VI  1.247326E+02  9.940000E+01
  602   Ni    XXIII  1.239842E+02  1.000000E+02
  603   Fe        X  1.239471E+02  1.000300E+02
  604   Ca        X  1.231224E+02  1.007000E+02
  605   Si       VI  1.228321E+02  1.009380E+02
  606   Ni     XXIV  1.214222E+02  1.021100E+02
  607   Mg       VI  1.209602E+02  1.025000E+02
  608    O     VIII  1.209083E+02  1.025440E+02
  609   Ne     VIII  1.203146E+02  1.030500E+02
  610   Fe       IX  1.197106E+02  1.035700E+02
  611   Mg        V  1.193304E+02  1.039000E+02
  612    C       VI  1.190199E+02  1.041710E+02
  613    C       VI  1.183733E+02  1.047400E+02
  614    O       VI  1.182943E+02  1.048100E+02
  615   Fe       IX  1.178557E+02  1.052000E+02
  616    C       VI  1.175240E+02  1.054970E+02
  617   Ne      VII  1.168560E+02  1.061000E+02
  618   Fe      XIX  1.168340E+02  1.061200E+02
  619    C       VI  1.163756E+02  1.065380E+02
  620    O       VI  1.160901E+02  1.068000E+02
  621   Fe      XIX  1.148002E+02  1.080000E+02
  622    C       VI  1.147694E+02  1.080290E+02
  623   Ca       IX  1.127129E+02  1.100000E+02
  624    C       VI  1.124268E+02  1.102800E+02
  625   Ca        X  1.116573E+02  1.110400E+02
  626   Ne       VI  1.115970E+02  1.111000E+02
  627   Mg       VI  1.110970E+02  1.116000E+02
  628   Ni    XXIII  1.108388E+02  1.118600E+02
  629   Fe     VIII  1.102278E+02  1.124800E+02
  630   Fe     VIII  1.097886E+02  1.129300E+02
  631    C       VI  1.087390E+02  1.140200E+02
  632   Ni     XXIV  1.078124E+02  1.150000E+02
  633   Ne      VII  1.073457E+02  1.155000E+02
  634    O       VI  1.070676E+02  1.158000E+02
  635   Fe     XXII  1.066073E+02  1.163000E+02
  636    O       VI  1.065157E+02  1.164000E+02
  637   Ne      VII  1.062419E+02  1.167000E+02
  638   Fe     VIII  1.061873E+02  1.167600E+02
  639   Fe     XXII  1.058157E+02  1.171700E+02
  640    O       VI  1.056084E+02  1.174000E+02
  641   Mg        V  1.052319E+02  1.178200E+02
  642   Si        V  1.051962E+02  1.178600E+02
  643   Ca        X  1.048936E+02  1.182000E+02
  644   Fe      XXI  1.044958E+02  1.186500E+02
  645   Si        V  1.042147E+02  1.189700E+02
  646   Ne        V  1.041797E+02  1.190100E+02
  647   Fe     VIII  1.041622E+02  1.190300E+02
  648   Ni      XXV  1.034064E+02  1.199000E+02
  649   Mg       IV  1.033202E+02  1.200000E+02
  650   Ne       VI  1.033202E+02  1.200000E+02
  651    C       VI  1.028335E+02  1.205680E+02
  652   Ne       VI  1.011291E+02  1.226000E+02
  653   Ca        X  1.005549E+02  1.233000E+02
  654   Fe       XX  9.798802E+01  1.265300E+02
  655   Ni     XXIV  9.785655E+01  1.267000E+02
  656   Ni    XXIII  9.762539E+01  1.270000E+02
  657   Fe      XXI  9.631340E+01  1.287300E+02
  658   Ca     VIII  9.611182E+01  1.290000E+02
  659   Ne      VII  9.596304E+01  1.292000E+02
  660    O       VI  9.551945E+01  1.298000E+02
  661   Ca       IX  9.537250E+01  1.300000E+02
  662   Mg       IV  9.537250E+01  1.300000E+02
  663   Al       IV  9.515291E+01  1.303000E+02
  664   Fe     VIII  9.464446E+01  1.310000E+02
  665   Ne        V  9.389900E+01  1.320400E+02
  666   Mg        V  9.357301E+01  1.325000E+02
  667   Fe    XXIII  9.334054E+01  1.328300E+02
  668   Ca     VIII  9.322124E+01  1.330000E+02
  669    N      VII  9.257046E+01  1.339350E+02
  670    C       VI  9.181502E+01  1.350370E+02
  671   Fe     XXII  9.131260E+01  1.357800E+02
  672   Ni    XXIII  9.116489E+01  1.360000E+02
  673   Mg        V  8.997405E+01  1.378000E+02
  674   Ne       VI  8.948700E+01  1.385500E+02
  675   Ca      XII  8.793209E+01  1.410000E+02
  676   Ne        V  8.693938E+01  1.426100E+02
  677   Ne        V  8.650868E+01  1.433200E+02
  678   Ni        X  8.597479E+01  1.442100E+02
  679   Ni        X  8.551817E+01  1.449800E+02
  680   Ca       XV  8.550638E+01  1.450000E+02
  681   Ni        X  8.538860E+01  1.452000E+02
  682   Mg        V  8.463088E+01  1.465000E+02
  683   Mg       IV  8.434302E+01  1.470000E+02
  684   Ne        V  8.426850E+01  1.471300E+02
  685    N        V  8.377314E+01  1.480000E+02
  686   Ni       XI  8.354733E+01  1.484000E+02
  687    O       VI  8.260110E+01  1.501000E+02
  688   Ne        V  8.189184E+01  1.514000E+02
  689   Ca        X  8.156858E+01  1.520000E+02
  690   Ni      XII  8.077149E+01  1.535000E+02
  691   Ni      XII  8.040483E+01  1.542000E+02
  692   Ne        V  7.916751E+01  1.566100E+02
  693   Ni     XIII  7.859540E+01  1.577500E+02
  694   Ni        X  7.827288E+01  1.584000E+02
  695   Ni        X  7.751922E+01  1.599400E+02
  696   Ca     VIII  7.749015E+01  1.600000E+02
  697   Mg      III  7.749015E+01  1.600000E+02
  698   Al       IV  7.744175E+01  1.601000E+02
  699   Ni      XII  7.724875E+01  1.605000E+02
  700   Al       IV  7.667548E+01  1.617000E+02
  701   Ca       IX  7.635908E+01  1.623700E+02
  702    N        V  7.626984E+01  1.625600E+02
  703   Ni       XI  7.583134E+01  1.635000E+02
  704   Ni      XIV  7.553107E+01  1.641500E+02
  705   Ni     XIII  7.518753E+01  1.649000E+02
  706   Ni     XXVI  7.495118E+01  1.654200E+02
  707   Ca      XVI  7.468930E+01  1.660000E+02
  708   Ca        X  7.446501E+01  1.665000E+02
  709   Fe     VIII  7.384410E+01  1.679000E+02
  710   Fe     VIII  7.349392E+01  1.687000E+02
  711   Ca      XVI  7.342428E+01  1.688600E+02
  712   Ni      XIV  7.267541E+01  1.706000E+02
  713   Fe       IX  7.247574E+01  1.710700E+02
  714   Mg      III  7.229402E+01  1.715000E+02
  715   Ca       XV  7.226031E+01  1.715800E+02
  716    O        V  7.201269E+01  1.721700E+02
  717   Ne       IV  7.183328E+01  1.726000E+02
  718    O       VI  7.165477E+01  1.730300E+02
  719   Ne        V  7.128399E+01  1.739300E+02
  720   Fe        X  7.104707E+01  1.745100E+02
  721   Ni       XV  6.985028E+01  1.775000E+02
  722   Fe        X  6.953687E+01  1.783000E+02
  723   Fe       XI  6.865130E+01  1.806000E+02
  724   Mg       IV  6.865130E+01  1.806000E+02
  725   Ni       XV  6.827326E+01  1.816000E+02
  726   Mg        V  6.816966E+01  1.818760E+02
  727   Fe       XI  6.805964E+01  1.821700E+02
  728    C       VI  6.801111E+01  1.823000E+02
  729   Mg      III  6.793657E+01  1.825000E+02
  730   Ca     VIII  6.750013E+01  1.836800E+02
  731   Mg       IV  6.742635E+01  1.838810E+02
  732    O       VI  6.733883E+01  1.841200E+02
  733   Ca       IX  6.727306E+01  1.843000E+02
  734   Ne        V  6.712737E+01  1.847000E+02
  735   Fe     VIII  6.693891E+01  1.852200E+02
  736    N        V  6.662238E+01  1.861000E+02
  737   Fe        X  6.653657E+01  1.863400E+02
  738   Mg      III  6.647949E+01  1.865000E+02
  739   Ca      XIV  6.644386E+01  1.866000E+02
  740   Fe     VIII  6.644030E+01  1.866100E+02
  741   Fe      XII  6.633721E+01  1.869000E+02
  742   Mg      III  6.623090E+01  1.872000E+02
  743   Fe       XI  6.587198E+01  1.882200E+02
  744   Mg      III  6.577414E+01  1.885000E+02
  745    S       XI  6.482497E+01  1.912600E+02
  746   Fe     XXIV  6.456504E+01  1.920300E+02
  747   Fe      XII  6.444423E+01  1.923900E+02
  748   Fe       XI  6.430385E+01  1.928100E+02
  749   Fe     XI_x  6.430385E+01  1.928100E+02
  750    O        V  6.429051E+01  1.928500E+02
  751   Ca     XVII  6.428051E+01  1.928800E+02
  752   Fe      XII  6.407123E+01  1.935100E+02
  753   Ar      XIV  6.377790E+01  1.944000E+02
  754   Ni      XVI  6.358166E+01  1.950000E+02
  755   Fe      XII  6.354256E+01  1.951200E+02
  756    S       VI  6.341905E+01  1.955000E+02
  757   Fe     XIII  6.279909E+01  1.974300E+02
  758    S     VIII  6.202003E+01  1.999100E+02
  759   Fe     XIII  6.198592E+01  2.000200E+02
  760   Fe     XIII  6.164383E+01  2.011300E+02
  761   Ca       XV  6.159178E+01  2.013000E+02
  762   Fe     XIII  6.136619E+01  2.020400E+02
  763    O       IV  6.107598E+01  2.030000E+02
  764   Fe     XIII  6.083922E+01  2.037900E+02
  765   Fe     XIII  6.083325E+01  2.038100E+02
  766   Ni     XVII  5.989577E+01  2.070000E+02
  767   Ca      XVI  5.960781E+01  2.080000E+02
  768   Ne       IV  5.943636E+01  2.086000E+02
  769    N        V  5.924324E+01  2.092800E+02
  770   Fe     XIII  5.906262E+01  2.099200E+02
  771   Ca       XV  5.766709E+01  2.150000E+02
  772    O        V  5.761885E+01  2.151800E+02
  773   Ni     XVII  5.742936E+01  2.158900E+02
  774   Si     VIII  5.735232E+01  2.161800E+02
  775   Ni       XV  5.726755E+01  2.165000E+02
  776   Fe      XIV  5.725962E+01  2.165300E+02
  777   Si      VII  5.691789E+01  2.178300E+02
  778    O        V  5.627973E+01  2.203000E+02
  779    S      XII  5.584876E+01  2.220000E+02
  780    C       IV  5.565072E+01  2.227900E+02
  781   Si       IX  5.486757E+01  2.259700E+02
  782   Si       IX  5.453453E+01  2.273500E+02
  783    S      XII  5.450336E+01  2.274800E+02
  784    S       VI  5.442680E+01  2.278000E+02
  785   Ni      XVI  5.440292E+01  2.279000E+02
  786   Ne      III  5.437905E+01  2.280000E+02
  787   He       II  5.396720E+01  2.297400E+02
  788   Ca     VIII  5.390619E+01  2.300000E+02
  789   He       II  5.387293E+01  2.301420E+02
  790   He       II  5.374519E+01  2.306890E+02
  791   Fe       XV  5.374263E+01  2.307000E+02
  792   He       II  5.356686E+01  2.314570E+02
  793   Mg      III  5.351068E+01  2.317000E+02
  794   He       II  5.330661E+01  2.325870E+02
  795   Ni    XVIII  5.303004E+01  2.338000E+02
  796   Mg      III  5.293947E+01  2.342000E+02
  797   Ni     XXVI  5.293947E+01  2.342000E+02
  798   He       II  5.290559E+01  2.343500E+02
  799   Si     VIII  5.283795E+01  2.346500E+02
  800   He       II  5.224041E+01  2.373340E+02
  801    O       IV  5.198501E+01  2.385000E+02
  802   Al      VII  5.161924E+01  2.401900E+02
  803   Fe     XIII  5.150772E+01  2.407100E+02
  804   Fe      XXI  5.121200E+01  2.421000E+02
  805   He       II  5.101602E+01  2.430300E+02
  806   Fe       XV  5.085490E+01  2.438000E+02
  807    C       IV  5.062648E+01  2.449000E+02
  808   Si       VI  5.039191E+01  2.460400E+02
  809   Si      VII  5.037553E+01  2.461200E+02
  810   Fe     XIII  5.035711E+01  2.462100E+02
  811    S       XI  5.019605E+01  2.470000E+02
  812    N       IV  5.015544E+01  2.472000E+02
  813    N        V  5.006228E+01  2.476600E+02
  814    S       VI  4.977288E+01  2.491000E+02
  815   Ni     XVII  4.975291E+01  2.492000E+02
  816   Al     VIII  4.973894E+01  2.492700E+02
  817   Si     VIII  4.942762E+01  2.508400E+02
  818   Al     VIII  4.932929E+01  2.513400E+02
  819    O        V  4.929791E+01  2.515000E+02
  820   Fe     XIII  4.920986E+01  2.519500E+02
  821   Fe     XXIV  4.860221E+01  2.551000E+02
  822    O       IV  4.856414E+01  2.553000E+02
  823   He       II  4.837088E+01  2.563200E+02
  824   Si        X  4.832187E+01  2.565800E+02
  825    S     XIII  4.830304E+01  2.566800E+02
  826   Si       IX  4.803729E+01  2.581000E+02
  827   Fe      XVI  4.787036E+01  2.590000E+02
  828   Fe     XXII  4.787036E+01  2.590000E+02
  829    S        X  4.768625E+01  2.600000E+02
  830   Fe      XIV  4.727171E+01  2.622800E+02
  831    O      III  4.719613E+01  2.627000E+02
  832   Fe    XXIII  4.700646E+01  2.637600E+02
  833    N        V  4.655636E+01  2.663100E+02
  834   Ne      III  4.638393E+01  2.673000E+02
  835   Mg       VI  4.593370E+01  2.699200E+02
  836   Si        X  4.558244E+01  2.720000E+02
  837   Si     VIII  4.552286E+01  2.723560E+02
  838   Si     VIII  4.523388E+01  2.740960E+02
  839   Si      VII  4.500989E+01  2.754600E+02
  840   Mg        V  4.482762E+01  2.765800E+02
  841   Si     VIII  4.475966E+01  2.770000E+02
  842   Mg      VII  4.464844E+01  2.776900E+02
  843   Si     VIII  4.445537E+01  2.788960E+02
  844   Al        V  4.434502E+01  2.795900E+02
  845    O       IV  4.430699E+01  2.798300E+02
  846   Mg      VII  4.416337E+01  2.807400E+02
  847   Ne      III  4.374885E+01  2.834000E+02
  848   Al       IX  4.372879E+01  2.835300E+02
  849    N       IV  4.372879E+01  2.835300E+02
  850   Fe       XV  4.363338E+01  2.841500E+02
  851   Al     VIII  4.343162E+01  2.854700E+02
  852    S       XI  4.337692E+01  2.858300E+02
  853    C       IV  4.287145E+01  2.892000E+02
  854    S      XII  4.275319E+01  2.900000E+02
  855    S       XI  4.252006E+01  2.915900E+02
  856   Ar       VI  4.225487E+01  2.934200E+02
  857   Si       IX  4.210849E+01  2.944400E+02
  858   Na       II  4.130743E+01  3.001500E+02
  859   Na       II  4.113611E+01  3.014000E+02
  860   Si       XI  4.084072E+01  3.035800E+02
  861   Al       IX  4.083937E+01  3.035900E+02
  862    O      III  4.082996E+01  3.036600E+02
  863   He       II  4.081289E+01  3.037870E+02
  864    O      III  4.055484E+01  3.057200E+02
  865   Fe       XV  4.042921E+01  3.066700E+02
  866   Na        V  4.026901E+01  3.078900E+02
  867   Al       VI  4.003625E+01  3.096800E+02
  868   Al      VII  4.002074E+01  3.098000E+02
  869   Ni      XII  3.999492E+01  3.100000E+02
  870   Mg        V  3.969910E+01  3.123100E+02
  871    C       IV  3.968385E+01  3.124300E+02
  872   Na       VI  3.959134E+01  3.131600E+02
  873   Ne      III  3.957365E+01  3.133000E+02
  874   Mg     VIII  3.941138E+01  3.145900E+02
  875   Mg       VI  3.940511E+01  3.146400E+02
  876   Ni      XIV  3.936008E+01  3.150000E+02
  877   Na       VI  3.903294E+01  3.176400E+02
  878   Si     VIII  3.902803E+01  3.176800E+02
  879   Ne      III  3.891069E+01  3.186380E+02
  880   Mg      VII  3.886410E+01  3.190200E+02
  881    O      III  3.862678E+01  3.209800E+02
  882   Mg       IV  3.853195E+01  3.217700E+02
  883    N       IV  3.843281E+01  3.226000E+02
  884   Ni     XIII  3.838522E+01  3.230000E+02
  885   Ne       II  3.797373E+01  3.265000E+02
  886   Al     VIII  3.794933E+01  3.267100E+02
  887    O      III  3.774829E+01  3.284500E+02
  888    S       VI  3.774254E+01  3.285000E+02
  889   Ca      VII  3.752550E+01  3.304000E+02
  890   Ne       II  3.742356E+01  3.313000E+02
  891   Al        X  3.724481E+01  3.328900E+02
  892    N       IV  3.701022E+01  3.350000E+02
  893   Ni       XV  3.701022E+01  3.350000E+02
  894   Fe      XVI  3.696608E+01  3.354000E+02
  895   Mg     VIII  3.670888E+01  3.377500E+02
  896   Fe       XI  3.634729E+01  3.411100E+02
  897    O      III  3.590520E+01  3.453100E+02
  898   Fe        X  3.586469E+01  3.457000E+02
  899   Fe      XIV  3.570975E+01  3.472000E+02
  900   Si       IX  3.568919E+01  3.474000E+02
  901   Fe     XIII  3.560924E+01  3.481800E+02
  902   Mg       VI  3.551031E+01  3.491500E+02
  903   Si        X  3.542407E+01  3.500000E+02
  904   Fe       XI  3.515588E+01  3.526700E+02
  905   Na      VII  3.512799E+01  3.529500E+02
  906   Si        X  3.510909E+01  3.531400E+02
  907   Mg        V  3.510710E+01  3.531600E+02
  908   Al      VII  3.490547E+01  3.552000E+02
  909   Fe      XII  3.470421E+01  3.572600E+02
  910   Ne       IV  3.459382E+01  3.584000E+02
  911   Fe       XI  3.457067E+01  3.586400E+02
  912   Ne        V  3.454274E+01  3.589300E+02
  913   Si       XI  3.449756E+01  3.594000E+02
  914   Fe     XIII  3.447550E+01  3.596300E+02
  915   Fe     XIII  3.445921E+01  3.598000E+02
  916   Na        V  3.440662E+01  3.603500E+02
  917   Fe      XVI  3.436370E+01  3.608000E+02
  918   Na       VI  3.432090E+01  3.612500E+02
  919   Si       XI  3.395898E+01  3.651000E+02
  920   Ne        V  3.391347E+01  3.655900E+02
  921   Mg      VII  3.383665E+01  3.664200E+02
  922   Mg       IX  3.368496E+01  3.680700E+02
  923   Fe     XIII  3.368039E+01  3.681200E+02
  924   Ca       XV  3.340273E+01  3.711800E+02
  925   Na       II  3.332283E+01  3.720700E+02
  926    O      III  3.314023E+01  3.741200E+02
  927    N      III  3.311899E+01  3.743600E+02
  928   Ca       IX  3.297453E+01  3.760000E+02
  929   Na       II  3.293949E+01  3.764000E+02
  930    N       IV  3.277405E+01  3.783000E+02
  931   Na      III  3.273079E+01  3.788000E+02
  932   Ne      III  3.268679E+01  3.793100E+02
  933   Na      VII  3.260427E+01  3.802700E+02
  934    C       IV  3.227748E+01  3.841200E+02
  935   Al     VIII  3.214025E+01  3.857600E+02
  936    C      III  3.210364E+01  3.862000E+02
